Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,sal,las,iptg,replicate,ChanStr
mScarletI,100,394,0.10944444444444444,E9,11,AFU,565,595,naive_T7_2,0,0,10,1,mScarletI100565595
mScarletI,100,394,0.10944444444444444,E10,15,AFU,565,595,naive_T7_2,0,0,30,1,mScarletI100565595
mScarletI,100,394,0.10944444444444444,E11,6,AFU,565,595,naive_T7_2,0,0,100,1,mScarletI100565595
mScarletI,100,394,0.10944444444444444,E12,2,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,F1,5,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,F2,16,AFU,565,595,mscar_diff,0,0,0,2,mScarletI100565595
mScarletI,100,394,0.10944444444444444,F3,5,AFU,565,595,mscar_diff,0,0.1,0,2,mScarletI100565595
mScarletI,100,394,0.10944444444444444,F4,6,AFU,565,595,mscar_diff,0,0.3,0,2,mScarletI100565595
mScarletI,100,394,0.10944444444444444,F5,13,AFU,565,595,mscar_diff,0,1,0,2,mScarletI100565595
mScarletI,100,394,0.10944444444444444,F6,12,AFU,565,595,mscar_diff,0,3,0,2,mScarletI100565595
mScarletI,100,394,0.10944444444444444,F7,9,AFU,565,595,mscar_diff,0,10,0,2,mScarletI100565595
mScarletI,100,394,0.10944444444444444,F8,0,AFU,565,595,naive_T7_2,0,0,0,2,mScarletI100565595
mScarletI,100,394,0.10944444444444444,F9,7,AFU,565,595,naive_T7_2,0,0,10,2,mScarletI100565595
mScarletI,100,394,0.10944444444444444,F10,7,AFU,565,595,naive_T7_2,0,0,30,2,mScarletI100565595
mScarletI,100,394,0.10944444444444444,F11,6,AFU,565,595,naive_T7_2,0,0,100,2,mScarletI100565595
mScarletI,100,394,0.10944444444444444,F12,5,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,G1,6,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,G2,2,AFU,565,595,mscar_diff,0,0,0,3,mScarletI100565595
mScarletI,100,394,0.10944444444444444,G3,1,AFU,565,595,mscar_diff,0,0.1,0,3,mScarletI100565595
mScarletI,100,394,0.10944444444444444,G4,5,AFU,565,595,mscar_diff,0,0.3,0,3,mScarletI100565595
mScarletI,100,394,0.10944444444444444,G5,11,AFU,565,595,mscar_diff,0,1,0,3,mScarletI100565595
mScarletI,100,394,0.10944444444444444,G6,10,AFU,565,595,mscar_diff,0,3,0,3,mScarletI100565595
mScarletI,100,394,0.10944444444444444,G7,0,AFU,565,595,mscar_diff,0,10,0,3,mScarletI100565595
mScarletI,100,394,0.10944444444444444,G8,11,AFU,565,595,naive_T7_2,0,0,0,3,mScarletI100565595
mScarletI,100,394,0.10944444444444444,G9,6,AFU,565,595,naive_T7_2,0,0,10,3,mScarletI100565595
mScarletI,100,394,0.10944444444444444,G10,5,AFU,565,595,naive_T7_2,0,0,30,3,mScarletI100565595
mScarletI,100,394,0.10944444444444444,G11,7,AFU,565,595,naive_T7_2,0,0,100,3,mScarletI100565595
mScarletI,100,394,0.10944444444444444,G12,15,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,H1,0,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,H2,9,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,H3,9,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,H4,7,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,H5,9,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,H6,1,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,H7,6,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,H8,5,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,H9,5,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,H10,7,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,H11,8,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,394,0.10944444444444444,H12,5,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,A1,8,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,A2,3,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,A3,6,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,A4,19,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,A5,7,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,A6,7,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,A7,7,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,A8,1,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,A9,11,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,A10,4,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,A11,5,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,A12,5,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,B1,4,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,B2,4,AFU,565,595,mscar_diff,0,0,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,B3,4,AFU,565,595,mscar_diff,5,0,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,B4,9,AFU,565,595,mscar_diff,7.5,0,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,B5,3,AFU,565,595,mscar_diff,10,0,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,B6,8,AFU,565,595,mscar_diff,15,0,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,B7,6,AFU,565,595,mscar_diff,30,0,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,B8,8,AFU,565,595,naive_T7,0,0,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,B9,6,AFU,565,595,naive_T7,0,0,10,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,B10,9,AFU,565,595,naive_T7,0,0,30,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,B11,0,AFU,565,595,naive_T7,0,0,100,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,B12,5,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,C1,4,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,C2,9,AFU,565,595,mscar_diff,0,0,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,C3,8,AFU,565,595,mscar_diff,5,0,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,C4,10,AFU,565,595,mscar_diff,7.5,0,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,C5,6,AFU,565,595,mscar_diff,10,0,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,C6,9,AFU,565,595,mscar_diff,15,0,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,C7,12,AFU,565,595,mscar_diff,30,0,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,C8,9,AFU,565,595,naive_T7,0,0,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,C9,9,AFU,565,595,naive_T7,0,0,10,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,C10,9,AFU,565,595,naive_T7,0,0,30,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,C11,0,AFU,565,595,naive_T7,0,0,100,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,C12,4,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,D1,7,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,D2,8,AFU,565,595,mscar_diff,0,0,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,D3,12,AFU,565,595,mscar_diff,5,0,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,D4,2,AFU,565,595,mscar_diff,7.5,0,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,D5,8,AFU,565,595,mscar_diff,10,0,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,D6,6,AFU,565,595,mscar_diff,15,0,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,D7,12,AFU,565,595,mscar_diff,30,0,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,D8,6,AFU,565,595,naive_T7,0,0,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,D9,13,AFU,565,595,naive_T7,0,0,10,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,D10,19,AFU,565,595,naive_T7,0,0,30,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,D11,5,AFU,565,595,naive_T7,0,0,100,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,D12,10,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,E1,2,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,E2,5,AFU,565,595,mscar_diff,0,0,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,E3,8,AFU,565,595,mscar_diff,0,0.1,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,E4,2,AFU,565,595,mscar_diff,0,0.3,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,E5,17,AFU,565,595,mscar_diff,0,1,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,E6,5,AFU,565,595,mscar_diff,0,3,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,E7,0,AFU,565,595,mscar_diff,0,10,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,E8,6,AFU,565,595,naive_T7_2,0,0,0,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,E9,10,AFU,565,595,naive_T7_2,0,0,10,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,E10,6,AFU,565,595,naive_T7_2,0,0,30,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,E11,6,AFU,565,595,naive_T7_2,0,0,100,1,mScarletI100565595
mScarletI,100,994,0.2761111111111111,E12,0,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,F1,4,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,F2,7,AFU,565,595,mscar_diff,0,0,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,F3,4,AFU,565,595,mscar_diff,0,0.1,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,F4,6,AFU,565,595,mscar_diff,0,0.3,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,F5,8,AFU,565,595,mscar_diff,0,1,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,F6,8,AFU,565,595,mscar_diff,0,3,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,F7,10,AFU,565,595,mscar_diff,0,10,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,F8,6,AFU,565,595,naive_T7_2,0,0,0,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,F9,3,AFU,565,595,naive_T7_2,0,0,10,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,F10,4,AFU,565,595,naive_T7_2,0,0,30,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,F11,2,AFU,565,595,naive_T7_2,0,0,100,2,mScarletI100565595
mScarletI,100,994,0.2761111111111111,F12,4,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,G1,7,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
