,plate,strain,sal,las,iptg,chlor,replicate,Measurement
582,7,LNL,0.0,0,0,-,1,13.0
583,7,LNL,0.0,0,0,-,2,11.0
584,7,ctrl,0.0,0,0,-,1,814.0
585,7,ctrl,0.0,0,0,-,2,833.0
586,7,ctrl,0.0,0,10,-,1,4937.0
587,7,ctrl,0.0,0,10,-,2,5000.0
588,7,ctrl,0.0,0,30,-,1,137.0
589,7,ctrl,0.0,0,30,-,2,139.0
590,7,ctrl,0.0,0,100,-,1,155.0
591,7,ctrl,0.0,0,100,-,2,141.0
592,7,stem,5.0,3,0,+,1,542.0
593,7,stem,5.0,3,0,+,2,518.0
594,7,stem,5.0,3,0,-,1,863.0
595,7,stem,5.0,3,0,-,2,848.0
596,7,stem,5.0,3,10,+,1,2386.0
597,7,stem,5.0,3,10,+,2,2593.0
598,7,stem,5.0,3,10,-,1,3387.0
599,7,stem,5.0,3,10,-,2,3297.0
600,7,stem,5.0,3,30,+,1,2374.0
601,7,stem,5.0,3,30,+,2,2559.0
602,7,stem,5.0,3,30,-,1,2171.0
603,7,stem,5.0,3,30,-,2,2144.0
604,7,stem,5.0,3,100,+,1,1418.0
605,7,stem,5.0,3,100,+,2,1507.0
606,7,stem,5.0,3,100,-,1,1245.0
607,7,stem,5.0,3,100,-,2,1445.0
608,7,stem,7.5,3,0,+,1,609.0
609,7,stem,7.5,3,0,+,2,755.0
610,7,stem,7.5,3,0,-,1,874.0
611,7,stem,7.5,3,0,-,2,881.0
612,7,stem,7.5,3,10,+,1,1518.0
613,7,stem,7.5,3,10,+,2,1128.0
614,7,stem,7.5,3,10,-,1,5043.0
615,7,stem,7.5,3,10,-,2,5408.0
616,7,stem,7.5,3,30,+,1,242.0
617,7,stem,7.5,3,30,+,2,183.0
618,7,stem,7.5,3,30,-,1,152.0
619,7,stem,7.5,3,30,-,2,142.0
620,7,stem,7.5,3,100,+,1,435.0
621,7,stem,7.5,3,100,+,2,226.0
622,7,stem,7.5,3,100,-,1,193.0
623,7,stem,7.5,3,100,-,2,160.0
624,7,stem,10.0,3,0,+,1,276.0
625,7,stem,10.0,3,0,+,2,532.0
626,7,stem,10.0,3,0,-,1,889.0
627,7,stem,10.0,3,0,-,2,898.0
628,7,stem,10.0,3,10,+,1,284.0
629,7,stem,10.0,3,10,+,2,559.0
630,7,stem,10.0,3,10,-,1,5128.0
631,7,stem,10.0,3,10,-,2,5208.0
632,7,stem,10.0,3,30,+,1,210.0
633,7,stem,10.0,3,30,+,2,160.0
634,7,stem,10.0,3,30,-,1,146.0
635,7,stem,10.0,3,30,-,2,138.0
636,7,stem,10.0,3,100,+,1,176.0
637,7,stem,10.0,3,100,+,2,156.0
638,7,stem,10.0,3,100,-,1,150.0
639,7,stem,10.0,3,100,-,2,149.0
640,7,stem,12.5,3,0,+,1,262.0
641,7,stem,12.5,3,0,+,2,288.0
642,7,stem,12.5,3,0,-,1,892.0
643,7,stem,12.5,3,0,-,2,878.0
644,7,stem,12.5,3,10,+,1,181.0
645,7,stem,12.5,3,10,+,2,393.0
646,7,stem,12.5,3,10,-,1,4872.0
647,7,stem,12.5,3,10,-,2,5295.0
648,7,stem,12.5,3,30,+,1,161.0
649,7,stem,12.5,3,30,+,2,151.0
650,7,stem,12.5,3,30,-,1,137.0
651,7,stem,12.5,3,30,-,2,130.0
652,7,stem,12.5,3,100,+,1,206.0
653,7,stem,12.5,3,100,+,2,146.0
654,7,stem,12.5,3,100,-,1,154.0
655,7,stem,12.5,3,100,-,2,147.0
656,7,stem,15.0,3,0,+,1,435.0
657,7,stem,15.0,3,0,+,2,431.0
658,7,stem,15.0,3,0,-,1,905.0
659,7,stem,15.0,3,0,-,2,884.0
660,7,stem,15.0,3,10,+,1,239.0
661,7,stem,15.0,3,10,+,2,223.0
662,7,stem,15.0,3,10,-,1,4908.0
663,7,stem,15.0,3,10,-,2,5249.0
664,7,stem,15.0,3,30,+,1,149.0
665,7,stem,15.0,3,30,+,2,144.0
666,7,stem,15.0,3,30,-,1,132.0
667,7,stem,15.0,3,30,-,2,128.0
668,7,stem,15.0,3,100,+,1,139.0
669,7,stem,15.0,3,100,+,2,150.0
670,7,stem,15.0,3,100,-,1,147.0
671,7,stem,15.0,3,100,-,2,159.0
672,8,ctrl,0.0,0,0,-,1,825.0
673,8,ctrl,0.0,0,0,-,2,850.0
674,8,ctrl,0.0,0,10,-,1,2288.0
675,8,ctrl,0.0,0,10,-,2,4268.0
676,8,ctrl,0.0,0,30,-,1,152.0
677,8,ctrl,0.0,0,30,-,2,139.0
678,8,ctrl,0.0,0,100,-,1,92.0
679,8,ctrl,0.0,0,100,-,2,137.0
680,8,stem,5.0,3,0,+,1,570.0
681,8,stem,5.0,3,0,+,2,557.0
682,8,stem,5.0,3,0,-,1,878.0
683,8,stem,5.0,3,0,-,2,857.0
684,8,stem,5.0,3,10,+,1,2440.0
685,8,stem,5.0,3,10,+,2,2555.0
686,8,stem,5.0,3,10,-,1,3327.0
687,8,stem,5.0,3,10,-,2,3455.0
688,8,stem,5.0,3,30,+,1,2251.0
689,8,stem,5.0,3,30,+,2,2426.0
690,8,stem,5.0,3,30,-,1,2000.0
691,8,stem,5.0,3,30,-,2,2169.0
692,8,stem,5.0,3,100,+,1,1139.0
693,8,stem,5.0,3,100,+,2,1252.0
694,8,stem,5.0,3,100,-,1,1106.0
695,8,stem,5.0,3,100,-,2,964.0
696,8,stem,7.5,3,0,+,1,434.0
697,8,stem,7.5,3,0,+,2,571.0
698,8,stem,7.5,3,0,-,1,875.0
699,8,stem,7.5,3,0,-,2,886.0
700,8,stem,7.5,3,10,+,1,772.0
701,8,stem,7.5,3,10,+,2,447.0
702,8,stem,7.5,3,10,-,1,3711.0
703,8,stem,7.5,3,10,-,2,4219.0
704,8,stem,7.5,3,30,+,1,191.0
705,8,stem,7.5,3,30,+,2,162.0
706,8,stem,7.5,3,30,-,1,146.0
707,8,stem,7.5,3,30,-,2,137.0
708,8,stem,7.5,3,100,+,1,215.0
709,8,stem,7.5,3,100,+,2,183.0
710,8,stem,7.5,3,100,-,1,172.0
711,8,stem,7.5,3,100,-,2,138.0
712,9,ctrl,0.0,0,0,-,1,800.0
713,9,ctrl,0.0,0,0,-,2,828.0
714,9,ctrl,0.0,0,10,-,1,642.0
715,9,ctrl,0.0,0,10,-,2,2491.0
716,9,ctrl,0.0,0,30,-,1,145.0
717,9,ctrl,0.0,0,30,-,2,141.0
718,9,ctrl,0.0,0,100,-,1,78.0
719,9,ctrl,0.0,0,100,-,2,143.0
720,9,stem,5.0,3,0,+,1,559.0
721,9,stem,5.0,3,0,+,2,514.0
722,9,stem,5.0,3,0,-,1,893.0
723,9,stem,5.0,3,0,-,2,863.0
724,9,stem,5.0,3,10,+,1,1937.0
725,9,stem,5.0,3,10,+,2,2210.0
726,9,stem,5.0,3,10,-,1,2600.0
727,9,stem,5.0,3,10,-,2,2963.0
728,9,stem,5.0,3,30,+,1,1481.0
729,9,stem,5.0,3,30,+,2,1813.0
730,9,stem,5.0,3,30,-,1,1692.0
731,9,stem,5.0,3,30,-,2,1793.0
732,9,stem,5.0,3,100,+,1,1113.0
733,9,stem,5.0,3,100,+,2,1018.0
734,9,stem,5.0,3,100,-,1,1011.0
735,9,stem,5.0,3,100,-,2,1012.0
736,9,stem,7.5,3,0,+,1,317.0
737,9,stem,7.5,3,0,+,2,379.0
738,9,stem,7.5,3,0,-,1,880.0
739,9,stem,7.5,3,0,-,2,881.0
740,9,stem,7.5,3,10,+,1,459.0
741,9,stem,7.5,3,10,+,2,242.0
742,9,stem,7.5,3,10,-,1,2531.0
743,9,stem,7.5,3,10,-,2,3068.0
744,9,stem,7.5,3,30,+,1,171.0
745,9,stem,7.5,3,30,+,2,167.0
746,9,stem,7.5,3,30,-,1,152.0
747,9,stem,7.5,3,30,-,2,148.0
748,9,stem,7.5,3,100,+,1,175.0
749,9,stem,7.5,3,100,+,2,176.0
750,9,stem,7.5,3,100,-,1,92.0
751,9,stem,7.5,3,100,-,2,142.0
