,fraction,mean,well,strain,sal,las,iptg,chlor,replicate,condition,plate
59,0.45353124021107927,1.5870039619292111,G07,stem,7.5,3,30,+,2,7.5 sal +chlor,1
60,0.5464687597889207,3.2620636773813034,G07,stem,7.5,3,30,+,2,7.5 sal +chlor,1
61,0.5064600692819025,1.5958747887778995,H07,stem,7.5,3,100,+,2,7.5 sal +chlor,1
62,0.49353993071809754,3.3038640555675847,H07,stem,7.5,3,100,+,2,7.5 sal +chlor,1
63,1.0,2.3701405847918293,A08,stem,10.0,3,0,+,1,10.0 sal +chlor,1
64,1.0,3.199843124617646,B08,stem,10.0,3,10,+,1,10.0 sal +chlor,1
65,1.0,3.5295179096101106,C08,stem,10.0,3,30,+,1,10.0 sal +chlor,1
66,0.10659371553383361,2.0372597519758435,D08,stem,10.0,3,100,+,1,10.0 sal +chlor,1
67,0.8934062844661664,3.5358148703946277,D08,stem,10.0,3,100,+,1,10.0 sal +chlor,1
68,1.0,2.3838974982487926,E08,stem,10.0,3,0,+,2,10.0 sal +chlor,1
69,1.0,3.285078371935313,F08,stem,10.0,3,10,+,2,10.0 sal +chlor,1
70,1.0,3.4760009740641076,G08,stem,10.0,3,30,+,2,10.0 sal +chlor,1
71,0.10604619708785054,2.2542684346017943,H08,stem,10.0,3,100,+,2,10.0 sal +chlor,1
72,0.8939538029121494,3.604527377961913,H08,stem,10.0,3,100,+,2,10.0 sal +chlor,1
73,1.0,2.564598417153059,A11,ctrl,0.0,0,0,-,1,naive,1
74,1.0,3.643854091447473,B11,ctrl,0.0,0,10,-,1,naive,1
75,0.058595601723036336,1.896544766597118,C11,ctrl,0.0,0,30,-,1,naive,1
76,0.9414043982769636,4.164204755374395,C11,ctrl,0.0,0,30,-,1,naive,1
77,0.47387681428182876,1.4275302150885103,D11,ctrl,0.0,0,100,-,1,naive,1
78,0.5261231857181713,3.625088825925422,D11,ctrl,0.0,0,100,-,1,naive,1
79,1.0,2.579164055062729,E11,ctrl,0.0,0,0,-,2,naive,1
80,0.9931766795865633,3.5912862405881945,F11,ctrl,0.0,0,10,-,2,naive,1
81,0.037135222706137304,2.0734892699851386,G11,ctrl,0.0,0,30,-,2,naive,1
82,0.9628647772938627,4.040467779914912,G11,ctrl,0.0,0,30,-,2,naive,1
83,0.43827221508352276,1.449896130938805,H11,ctrl,0.0,0,100,-,2,naive,1
84,0.5617277849164772,3.628795306092934,H11,ctrl,0.0,0,100,-,2,naive,1
0,0.6409581299768816,1.901953886833397,A01,stem,5.0,3,0,-,1,5.0 sal,2
1,0.35904187002311844,2.8104261713859366,A01,stem,5.0,3,0,-,1,5.0 sal,2
2,0.5660576247364723,1.8955275457471372,B01,stem,5.0,3,10,-,1,5.0 sal,2
3,0.43394237526352775,3.6655446446202067,B01,stem,5.0,3,10,-,1,5.0 sal,2
4,0.8799523890494814,1.8865354757693675,C01,stem,5.0,3,30,-,1,5.0 sal,2
5,0.12004761095051862,3.7825828520701936,C01,stem,5.0,3,30,-,1,5.0 sal,2
6,0.8935321694490995,1.8753061385376428,D01,stem,5.0,3,100,-,1,5.0 sal,2
7,0.10646783055090049,3.60193511248709,D01,stem,5.0,3,100,-,1,5.0 sal,2
8,1.0,2.2017915290150407,E01,stem,5.0,3,0,-,2,5.0 sal,2
9,0.657143479776848,1.885686438988277,F01,stem,5.0,3,10,-,2,5.0 sal,2
10,0.342856520223152,3.62840553197402,F01,stem,5.0,3,10,-,2,5.0 sal,2
11,0.8884008322649797,1.9073443352365214,G01,stem,5.0,3,30,-,2,5.0 sal,2
12,0.11159916773502028,3.6381889972174073,G01,stem,5.0,3,30,-,2,5.0 sal,2
13,0.8370210934136892,1.8860438698813446,H01,stem,5.0,3,100,-,2,5.0 sal,2
14,0.1629789065863108,3.6318075244590275,H01,stem,5.0,3,100,-,2,5.0 sal,2
15,1.0,2.6336132619476382,A02,stem,7.5,3,0,-,1,7.5 sal,2
16,0.08657207057256991,2.260754804614105,B02,stem,7.5,3,10,-,1,7.5 sal,2
17,0.9134279294274301,3.6986900261380056,B02,stem,7.5,3,10,-,1,7.5 sal,2
18,0.28178811479782356,1.8974349889098787,C02,stem,7.5,3,30,-,1,7.5 sal,2
19,0.7182118852021765,3.8190318197540907,C02,stem,7.5,3,30,-,1,7.5 sal,2
20,0.5196987627756858,1.8095349936124376,D02,stem,7.5,3,100,-,1,7.5 sal,2
21,0.48030123722431417,3.659284420660506,D02,stem,7.5,3,100,-,1,7.5 sal,2
22,1.0,2.672952361314319,E02,stem,7.5,3,0,-,2,7.5 sal,2
23,0.10218449114815198,2.263661390328294,F02,stem,7.5,3,10,-,2,7.5 sal,2
24,0.897815508851848,3.6584702560673246,F02,stem,7.5,3,10,-,2,7.5 sal,2
25,0.17175225336971803,2.1555468626500147,G02,stem,7.5,3,30,-,2,7.5 sal,2
26,0.828247746630282,3.9120305932969672,G02,stem,7.5,3,30,-,2,7.5 sal,2
27,0.3198771767838354,1.8034845536811115,H02,stem,7.5,3,100,-,2,7.5 sal,2
28,0.6801228232161646,3.684133240663166,H02,stem,7.5,3,100,-,2,7.5 sal,2
29,1.0,2.7688514933918955,A03,stem,10.0,3,0,-,1,10.0 sal,2
30,0.028383743297998608,2.2673696442787703,B03,stem,10.0,3,10,-,1,10.0 sal,2
31,0.9716162567020014,3.6511554004448064,B03,stem,10.0,3,10,-,1,10.0 sal,2
32,0.21045269582909462,1.6482463572091792,C03,stem,10.0,3,30,-,1,10.0 sal,2
33,0.7895473041709054,4.1511599203240666,C03,stem,10.0,3,30,-,1,10.0 sal,2
34,0.6069304370312905,1.623115960200828,D03,stem,10.0,3,100,-,1,10.0 sal,2
35,0.3930695629687096,3.771275979670193,D03,stem,10.0,3,100,-,1,10.0 sal,2
36,1.0,2.7584782594976627,E03,stem,10.0,3,0,-,2,10.0 sal,2
37,1.0,3.597642327020068,F03,stem,10.0,3,10,-,2,10.0 sal,2
38,0.2446277778977604,1.8555941084313072,G03,stem,10.0,3,30,-,2,10.0 sal,2
39,0.7553722221022396,4.1816625571660975,G03,stem,10.0,3,30,-,2,10.0 sal,2
40,0.4275173305134532,1.5943945993381976,H03,stem,10.0,3,100,-,2,10.0 sal,2
41,0.5724826694865468,3.784354724286188,H03,stem,10.0,3,100,-,2,10.0 sal,2
42,1.0,2.2323061467906404,A06,stem,5.0,3,0,+,1,5.0 sal +chlor,2
43,0.7929253700010497,1.877146020606222,B06,stem,5.0,3,10,+,1,5.0 sal +chlor,2
44,0.20707462999895035,3.604243897851927,B06,stem,5.0,3,10,+,1,5.0 sal +chlor,2
45,0.8598196286472148,1.870454944037784,C06,stem,5.0,3,30,+,1,5.0 sal +chlor,2
46,0.14018037135278513,3.7590611477952676,C06,stem,5.0,3,30,+,1,5.0 sal +chlor,2
47,0.906272605146223,1.913289156274097,D06,stem,5.0,3,100,+,1,5.0 sal +chlor,2
48,0.093727394853777,3.59667857887223,D06,stem,5.0,3,100,+,1,5.0 sal +chlor,2
49,1.0,2.1513521783914107,E06,stem,5.0,3,0,+,2,5.0 sal +chlor,2
50,0.7255073142686796,1.8643400497997955,F06,stem,5.0,3,10,+,2,5.0 sal +chlor,2
51,0.2744926857313204,3.6050361218369726,F06,stem,5.0,3,10,+,2,5.0 sal +chlor,2
52,0.8808819575154612,1.9128274979012632,G06,stem,5.0,3,30,+,2,5.0 sal +chlor,2
53,0.11911804248453886,3.770784979379781,G06,stem,5.0,3,30,+,2,5.0 sal +chlor,2
54,0.9014869501923677,1.8812639259479658,H06,stem,5.0,3,100,+,2,5.0 sal +chlor,2
55,0.09851304980763231,3.5797678526460075,H06,stem,5.0,3,100,+,2,5.0 sal +chlor,2
56,1.0,2.687639579415811,A07,stem,7.5,3,0,+,1,7.5 sal +chlor,2
57,0.21729600066173124,2.235719439642774,B07,stem,7.5,3,10,+,1,7.5 sal +chlor,2
58,0.7827039993382687,3.6870015753211005,B07,stem,7.5,3,10,+,1,7.5 sal +chlor,2
59,0.3158983575040749,1.9844777309700745,C07,stem,7.5,3,30,+,1,7.5 sal +chlor,2
60,0.6841016424959251,3.867349736042018,C07,stem,7.5,3,30,+,1,7.5 sal +chlor,2
61,0.44495631783187034,1.8588435165961736,D07,stem,7.5,3,100,+,1,7.5 sal +chlor,2
62,0.5550436821681296,3.697664381340106,D07,stem,7.5,3,100,+,1,7.5 sal +chlor,2
63,1.0,2.6342269050838154,E07,stem,7.5,3,0,+,2,7.5 sal +chlor,2
64,0.15075808728745935,2.2722107546710886,F07,stem,7.5,3,10,+,2,7.5 sal +chlor,2
65,0.8492419127125407,3.676221543903333,F07,stem,7.5,3,10,+,2,7.5 sal +chlor,2
66,0.2996764154248851,2.014376077356274,G07,stem,7.5,3,30,+,2,7.5 sal +chlor,2
67,0.7003235845751149,3.8692215087821324,G07,stem,7.5,3,30,+,2,7.5 sal +chlor,2
68,0.42632909241519934,1.8205064217923606,H07,stem,7.5,3,100,+,2,7.5 sal +chlor,2
69,0.5736709075848007,3.692418887668024,H07,stem,7.5,3,100,+,2,7.5 sal +chlor,2
70,1.0,2.737664759772322,A08,stem,10.0,3,0,+,1,10.0 sal +chlor,2
71,0.04276315789473684,2.3024648093828204,B08,stem,10.0,3,10,+,1,10.0 sal +chlor,2
72,0.9572368421052632,3.627219450894787,B08,stem,10.0,3,10,+,1,10.0 sal +chlor,2
73,0.07910816169627322,2.735928779425228,C08,stem,10.0,3,30,+,1,10.0 sal +chlor,2
74,0.9208918383037268,4.148911346669153,C08,stem,10.0,3,30,+,1,10.0 sal +chlor,2
75,0.1016417787311278,1.8840795126898395,D08,stem,10.0,3,100,+,1,10.0 sal +chlor,2
76,0.8983582212688722,3.86378795940489,D08,stem,10.0,3,100,+,1,10.0 sal +chlor,2
77,1.0,2.7485368951628986,E08,stem,10.0,3,0,+,2,10.0 sal +chlor,2
78,1.0,3.6315133136555193,F08,stem,10.0,3,10,+,2,10.0 sal +chlor,2
