,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,lam_MB,lam_MD,lam_MS,lam_diff,lam_diffn_dilutions,method,mu_DNs,mu_DPs,mu_MN,mu_MP,mu_PN,mu_PP,n_dilutions,n_div
193,193,193,193,193,0,1e-06,1e-09,1e-12,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,4
194,194,194,194,194,0,1e-06,1e-09,0.0,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,4
195,195,195,195,195,0,1e-06,1e-12,0.001,0.055518701,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,56,4
196,196,196,196,196,0,1e-06,1e-12,1e-06,0.05709517,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,82,4
197,197,197,197,197,0,1e-06,1e-12,1e-09,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,4
198,198,198,198,198,0,1e-06,1e-12,1e-12,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,4
199,199,199,199,199,0,1e-06,1e-12,0.0,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,4
200,200,200,200,200,0,1e-09,0.001,0.001,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,4
201,201,201,201,201,0,1e-09,0.001,1e-06,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,4
202,202,202,202,202,0,1e-09,0.001,1e-09,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,4
203,203,203,203,203,0,1e-09,0.001,1e-12,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,4
204,204,204,204,204,0,1e-09,0.001,0.0,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,4
205,205,205,205,205,0,1e-09,1e-06,0.001,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,4
206,206,206,206,206,0,1e-09,1e-06,1e-06,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,4
207,207,207,207,207,0,1e-09,1e-06,1e-09,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,4
208,208,208,208,208,0,1e-09,1e-06,1e-12,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,4
209,209,209,209,209,0,1e-09,1e-06,0.0,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,4
210,210,210,210,210,0,1e-09,1e-09,0.001,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,4
211,211,211,211,211,0,1e-09,1e-09,1e-06,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,4
212,212,212,212,212,0,1e-09,1e-09,1e-09,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,4
213,213,213,213,213,0,1e-09,1e-09,1e-12,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,4
214,214,214,214,214,0,1e-09,1e-09,0.0,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,4
215,215,215,215,215,0,1e-09,1e-12,0.001,0.05709517,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,82,4
216,216,216,216,216,0,1e-09,1e-12,1e-06,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,4
217,217,217,217,217,0,1e-09,1e-12,1e-09,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,4
218,218,218,218,218,0,1e-09,1e-12,1e-12,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,4
219,219,219,219,219,0,1e-09,1e-12,0.0,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,4
220,220,220,220,220,0,1e-12,0.001,0.001,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,4
221,221,221,221,221,0,1e-12,0.001,1e-06,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,4
222,222,222,222,222,0,1e-12,0.001,1e-09,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,4
223,223,223,223,223,0,1e-12,0.001,1e-12,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,4
224,224,224,224,224,0,1e-12,0.001,0.0,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,4
225,225,225,225,225,0,1e-12,1e-06,0.001,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,4
226,226,226,226,226,0,1e-12,1e-06,1e-06,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,4
227,227,227,227,227,0,1e-12,1e-06,1e-09,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,4
228,228,228,228,228,0,1e-12,1e-06,1e-12,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,4
229,229,229,229,229,0,1e-12,1e-06,0.0,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,4
230,230,230,230,230,0,1e-12,1e-09,0.001,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,4
231,231,231,231,231,0,1e-12,1e-09,1e-06,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,4
232,232,232,232,232,0,1e-12,1e-09,1e-09,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,4
233,233,233,233,233,0,1e-12,1e-09,1e-12,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,4
234,234,234,234,234,0,1e-12,1e-09,0.0,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,4
235,235,235,235,235,0,1e-12,1e-12,0.001,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,4
236,236,236,236,236,0,1e-12,1e-12,1e-06,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,4
237,237,237,237,237,0,1e-12,1e-12,1e-09,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,4
238,238,238,238,238,0,1e-12,1e-12,1e-12,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,4
239,239,239,239,239,0,1e-12,1e-12,0.0,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,4
