,Unnamed: 0,lam_MB,lam_MD,lam_MS,lam_diff,lam_diffproduction,method,mu_DNs,mu_DPs,mu_MN,mu_MP,mu_PN,mu_PP,n_div,production
72,0,1e-12,1e-09,1e-09,0.01786305,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,8,8389388735.0
73,0,1e-12,1e-09,1e-12,0.01786305,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,8,8389388647.0
74,0,1e-12,1e-09,0.0,0.01786305,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,8,8389388652.0
75,0,1e-12,1e-12,0.001,599.9991615,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,8,23140802273.0
76,0,1e-12,1e-12,1e-06,599.9997302,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,8,18267793942.0
77,0,1e-12,1e-12,1e-09,0.012896878999999998,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,8,11883011281.0
78,0,1e-12,1e-12,1e-12,0.012896878999999998,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,8,11883011170.0
79,0,1e-12,1e-12,0.0,0.012897348999999999,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,8,11883015524.0
80,0,0.001,0.001,0.001,0.165113751,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1195524379.0
81,0,0.001,0.001,1e-06,0.16468735199999998,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1196059684.0
82,0,0.001,0.001,1e-09,0.164687295,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1196060282.0
83,0,0.001,0.001,1e-12,0.164687306,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1196060281.0
84,0,0.001,0.001,0.0,0.164687326,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1196060279.0
85,0,0.001,1e-06,0.001,0.11289947199999999,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,2393993180.0
86,0,0.001,1e-06,1e-06,0.10819234300000001,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,2791143984.0
87,0,0.001,1e-06,1e-09,0.10824413699999999,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,2792225966.0
88,0,0.001,1e-06,1e-12,0.108244189,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,2792227051.0
89,0,0.001,1e-06,0.0,0.108244194,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,2792227052.0
90,0,0.001,1e-09,0.001,0.108977788,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,2438035267.0
91,0,0.001,1e-09,1e-06,0.105107834,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3928665556.0
92,0,0.001,1e-09,1e-09,0.108670363,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4298188232.0
93,0,0.001,1e-09,1e-12,0.107860358,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4299210215.0
94,0,0.001,1e-09,0.0,0.107861073,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4299211050.0
95,0,0.001,1e-12,0.001,0.108980221,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,2438084268.0
96,0,0.001,1e-12,1e-06,0.10346644699999999,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3969297170.0
97,0,0.001,1e-12,1e-09,0.10960613300000001,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,5354403614.0
98,0,0.001,1e-12,1e-12,0.11392397800000001,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,5699663652.0
99,0,0.001,1e-12,0.0,0.113946224,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,5700598450.0
100,0,1e-06,0.001,0.001,0.156931204,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225528177.0
101,0,1e-06,0.001,1e-06,0.15683771900000001,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225099941.0
102,0,1e-06,0.001,1e-09,0.156837625,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225099511.0
103,0,1e-06,0.001,1e-12,0.156837625,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225099511.0
104,0,1e-06,0.001,0.0,0.156837623,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225099511.0
105,0,1e-06,1e-06,0.001,0.07499841900000001,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3007217668.0
106,0,1e-06,1e-06,1e-06,0.075020762,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3007594079.0
107,0,1e-06,1e-06,1e-09,0.075020778,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3007594458.0
108,0,1e-06,1e-06,1e-12,0.07502078,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3007594459.0
109,0,1e-06,1e-06,0.0,0.07502078400000001,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3007594460.0
110,0,1e-06,1e-09,0.001,0.053696125,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4415419501.0
111,0,1e-06,1e-09,1e-06,0.049908092,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4890769453.0
112,0,1e-06,1e-09,1e-09,0.049868607999999995,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4892029695.0
113,0,1e-06,1e-09,1e-12,0.049868524000000004,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4892030935.0
114,0,1e-06,1e-09,0.0,0.049868441,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4892030877.0
115,0,1e-06,1e-12,0.001,0.053696495,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4468813637.0
116,0,1e-06,1e-12,1e-06,0.04039849,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6329074052.0
117,0,1e-06,1e-12,1e-09,0.037700285,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6812009879.0
118,0,1e-06,1e-12,1e-12,0.037700282,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6813284941.0
119,0,1e-06,1e-12,0.0,0.037700287,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6813286261.0
120,0,1e-09,0.001,0.001,0.15693294900000002,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225559591.0
121,0,1e-09,0.001,1e-06,0.156839473,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225130267.0
122,0,1e-09,0.001,1e-09,0.156839381,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225129836.0
123,0,1e-09,0.001,1e-12,0.156839364,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225129838.0
124,0,1e-09,0.001,0.0,0.156839372,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225129837.0
125,0,1e-09,1e-06,0.001,0.07499665900000001,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3008761703.0
126,0,1e-09,1e-06,1e-06,0.075019026,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3007864840.0
127,0,1e-09,1e-06,1e-09,0.07501903900000001,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3007863941.0
128,0,1e-09,1e-06,1e-12,0.075019041,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3007863935.0
129,0,1e-09,1e-06,0.0,0.07501903900000001,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3007863936.0
130,0,1e-09,1e-09,0.001,0.049857195,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4893090547.0
131,0,1e-09,1e-09,1e-06,0.049907263,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4892976380.0
132,0,1e-09,1e-09,1e-09,0.049907222,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4892976260.0
133,0,1e-09,1e-09,1e-12,0.049750037999999996,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4892949843.0
134,0,1e-09,1e-09,0.0,0.049907197,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4892976240.0
135,0,1e-09,1e-12,0.001,0.040391843999999996,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6333331561.0
136,0,1e-09,1e-12,1e-06,0.037699763,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6814404109.0
137,0,1e-09,1e-12,1e-09,0.03769977,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6815678212.0
138,0,1e-09,1e-12,1e-12,0.037699771,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6815679523.0
139,0,1e-09,1e-12,0.0,0.037699768,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6815679523.0
140,0,1e-12,0.001,0.001,0.15693295,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225559625.0
141,0,1e-12,0.001,1e-06,0.15683947,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225130301.0
142,0,1e-12,0.001,1e-09,0.156839377,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225129872.0
143,0,1e-12,0.001,1e-12,0.156839388,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225129868.0
144,0,1e-12,0.001,0.0,0.156839368,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,1225129871.0
145,0,1e-12,1e-06,0.001,0.074996676,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3008763235.0
146,0,1e-12,1e-06,1e-06,0.075019013,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3007865091.0
147,0,1e-12,1e-06,1e-09,0.075019043,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3007864191.0
148,0,1e-12,1e-06,1e-12,0.07501904400000001,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3007864190.0
149,0,1e-12,1e-06,0.0,0.075019043,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,3007864190.0
150,0,1e-12,1e-09,0.001,0.049898532,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4894360465.0
151,0,1e-12,1e-09,1e-06,0.049907155,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4892978557.0
152,0,1e-12,1e-09,1e-09,0.049907257999999996,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4892977236.0
153,0,1e-12,1e-09,1e-12,0.049750037999999996,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4892950799.0
154,0,1e-12,1e-09,0.0,0.049907251,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,4892977230.0
155,0,1e-12,1e-12,0.001,0.037663264,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6816245144.0
156,0,1e-12,1e-12,1e-06,0.037699763,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6815682470.0
157,0,1e-12,1e-12,1e-09,0.037699769,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6815681897.0
158,0,1e-12,1e-12,1e-12,0.037699762000000005,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6815681886.0
159,0,1e-12,1e-12,0.0,0.037699763,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,8,6815681888.0
160,0,0.001,0.001,0.001,0.206154947,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,751445537.6
161,0,0.001,0.001,1e-06,0.20615617600000002,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,752035127.7
162,0,0.001,0.001,1e-09,0.206156206,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,752035716.1
163,0,0.001,0.001,1e-12,0.206156194,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,752035718.5
164,0,0.001,0.001,0.0,0.206156195,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,752035718.2
165,0,0.001,1e-06,0.001,0.158410943,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1495956985.0
166,0,0.001,1e-06,1e-06,0.154603819,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1737095803.0
167,0,0.001,1e-06,1e-09,0.15460359699999998,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1737734299.0
168,0,0.001,1e-06,1e-12,0.154603596,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1737734938.0
169,0,0.001,1e-06,0.0,0.154603596,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1737734940.0
170,0,0.001,1e-09,0.001,0.15617811199999998,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1523716258.0
171,0,0.001,1e-09,1e-06,0.146788043,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,2442614781.0
172,0,0.001,1e-09,1e-09,0.146779286,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,2668497149.0
173,0,0.001,1e-09,1e-12,0.146790322,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,2669090167.0
174,0,0.001,1e-09,0.0,0.146790394,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,2669090737.0
175,0,0.001,1e-12,0.001,0.156177931,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1523746969.0
176,0,0.001,1e-12,1e-06,0.145583356,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,2468549959.0
177,0,0.001,1e-12,1e-09,0.15140209400000001,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,3327622236.0
178,0,0.001,1e-12,1e-12,0.154717029,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,3539098671.0
179,0,0.001,1e-12,0.0,0.154715892,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,3539659912.0
180,0,1e-06,0.001,0.001,0.208169235,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,770581113.0
181,0,1e-06,0.001,1e-06,0.208169073,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,770581740.3
182,0,1e-06,0.001,1e-09,0.208168722,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,770581804.1
183,0,1e-06,0.001,1e-12,0.208169088,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,770581738.6
184,0,1e-06,0.001,0.0,0.20816922,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,770581714.3
185,0,1e-06,1e-06,0.001,0.11992665599999999,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1851337564.0
186,0,1e-06,1e-06,1e-06,0.11991833800000001,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1852077906.0
187,0,1e-06,1e-06,1e-09,0.11991833,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1852078649.0
188,0,1e-06,1e-06,1e-12,0.119918331,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1852078650.0
189,0,1e-06,1e-06,0.0,0.119918329,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1852078651.0
190,0,1e-06,1e-09,0.001,0.090155846,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,2689067689.0
191,0,1e-06,1e-09,1e-06,0.086175717,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,2970267835.0
192,0,1e-06,1e-09,1e-09,0.086201864,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,2971023438.0
193,0,1e-06,1e-09,1e-12,0.086201859,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,2971024197.0
194,0,1e-06,1e-09,0.0,0.086201835,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,2971024198.0
195,0,1e-06,1e-12,0.001,0.09128699900000001,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,2721011486.0
196,0,1e-06,1e-12,1e-06,0.072512021,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,3820292931.0
197,0,1e-06,1e-12,1e-09,0.071589801,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,4104359037.0
198,0,1e-06,1e-12,1e-12,0.07160651,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,4105121006.0
199,0,1e-06,1e-12,0.0,0.071606557,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,4105121769.0
200,0,1e-09,0.001,0.001,0.208156431,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,770602197.3
201,0,1e-09,0.001,1e-06,0.208156397,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,770602181.9
202,0,1e-09,0.001,1e-09,0.20815638600000003,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,770602184.4
203,0,1e-09,0.001,1e-12,0.208156428,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,770602176.5
204,0,1e-09,0.001,0.0,0.20815651300000002,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,770602161.5
205,0,1e-09,1e-06,0.001,0.119890353,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1852209972.0
206,0,1e-09,1e-06,1e-06,0.119890329,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1852210680.0
207,0,1e-09,1e-06,1e-09,0.119890375,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1852210677.0
208,0,1e-09,1e-06,1e-12,0.119890355,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1852210678.0
209,0,1e-09,1e-06,0.0,0.119890329,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,1852210681.0
210,0,1e-09,1e-09,0.001,0.086151684,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,8,2970674358.0
