,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,lam_MB,lam_MD,lam_MS,lam_diff,lam_diffn_dilutions,method,mu_DNs,mu_DPs,mu_MN,mu_MP,mu_PN,mu_PP,n_dilutions,n_div
205,205,205,0,1e-09,1e-06,0.001,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,8
206,206,206,0,1e-09,1e-06,1e-06,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,8
207,207,207,0,1e-09,1e-06,1e-09,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,8
208,208,208,0,1e-09,1e-06,1e-12,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,8
209,209,209,0,1e-09,1e-06,0.0,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,8
210,210,210,0,1e-09,1e-09,0.001,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,8
211,211,211,0,1e-09,1e-09,1e-06,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,8
212,212,212,0,1e-09,1e-09,1e-09,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,8
213,213,213,0,1e-09,1e-09,1e-12,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,8
214,214,214,0,1e-09,1e-09,0.0,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,8
215,215,215,0,1e-09,1e-12,0.001,0.057190621,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,80,8
216,216,216,0,1e-09,1e-12,1e-06,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,8
217,217,217,0,1e-09,1e-12,1e-09,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,8
218,218,218,0,1e-09,1e-12,1e-12,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,8
219,219,219,0,1e-09,1e-12,0.0,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,8
220,220,220,0,1e-12,0.001,0.001,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,8
221,221,221,0,1e-12,0.001,1e-06,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,8
222,222,222,0,1e-12,0.001,1e-09,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,8
223,223,223,0,1e-12,0.001,1e-12,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,8
224,224,224,0,1e-12,0.001,0.0,0.075335901,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,10,8
225,225,225,0,1e-12,1e-06,0.001,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,8
226,226,226,0,1e-12,1e-06,1e-06,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,8
227,227,227,0,1e-12,1e-06,1e-09,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,8
228,228,228,0,1e-12,1e-06,1e-12,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,8
229,229,229,0,1e-12,1e-06,0.0,0.059974743,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,33,8
230,230,230,0,1e-12,1e-09,0.001,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,8
231,231,231,0,1e-12,1e-09,1e-06,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,8
232,232,232,0,1e-12,1e-09,1e-09,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,8
233,233,233,0,1e-12,1e-09,1e-12,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,8
234,234,234,0,1e-12,1e-09,0.0,0.055906684000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,60,8
235,235,235,0,1e-12,1e-12,0.001,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,8
236,236,236,0,1e-12,1e-12,1e-06,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,8
237,237,237,0,1e-12,1e-12,1e-09,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,8
238,238,238,0,1e-12,1e-12,1e-12,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,8
239,239,239,0,1e-12,1e-12,0.0,0.054975299000000005,0,diff_select,1.5,0.15,1.5,0.15,1.5,1.5,87,8
