Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,sal,las,iptg,replicate,ChanStr 
sfYFP,61,18394,5.109444444444445,A10,2,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,A11,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,A12,6,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,B1,10,AFU,503,540,naive,0,0,0,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,B2,10,AFU,503,540,naive,0,0,10,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,B3,9,AFU,503,540,naive,0,0,30,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,B4,5,AFU,503,540,naive,0,0,100,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,B5,10,AFU,503,540,LNL,0,0,0,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,B6,5,AFU,503,540,LNL,0,0,10,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,B7,9,AFU,503,540,LNL,0,0,30,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,B8,8,AFU,503,540,LNL,0,0,100,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,B9,102,AFU,503,540,T7diff,10,1,0,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,B10,492,AFU,503,540,T7diff,10,1,10,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,B11,938,AFU,503,540,T7diff,10,1,30,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,B12,1429,AFU,503,540,T7diff,10,1,100,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,C1,2,AFU,503,540,naive,0,0,0,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,C2,8,AFU,503,540,naive,0,0,10,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,C3,6,AFU,503,540,naive,0,0,30,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,C4,15,AFU,503,540,naive,0,0,100,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,C5,11,AFU,503,540,LNL,0,0,0,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,C6,2,AFU,503,540,LNL,0,0,10,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,C7,5,AFU,503,540,LNL,0,0,30,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,C8,7,AFU,503,540,LNL,0,0,100,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,C9,87,AFU,503,540,T7diff,10,1,0,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,C10,519,AFU,503,540,T7diff,10,1,10,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,C11,1167,AFU,503,540,T7diff,10,1,30,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,C12,1579,AFU,503,540,T7diff,10,1,100,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,D1,5,AFU,503,540,naive,0,0,0,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,D2,6,AFU,503,540,naive,0,0,10,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,D3,6,AFU,503,540,naive,0,0,30,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,D4,9,AFU,503,540,naive,0,0,100,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,D5,2,AFU,503,540,LNL,0,0,0,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,D6,2,AFU,503,540,LNL,0,0,10,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,D7,10,AFU,503,540,LNL,0,0,30,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,D8,9,AFU,503,540,LNL,0,0,100,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,D9,85,AFU,503,540,T7diff,10,1,0,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,D10,558,AFU,503,540,T7diff,10,1,10,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,D11,1256,AFU,503,540,T7diff,10,1,30,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,D12,1206,AFU,503,540,T7diff,10,1,100,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,E1,5,AFU,503,540,naive_hca,0,0,0,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,E2,0,AFU,503,540,naive_hca,0,0,10,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,E3,7,AFU,503,540,naive_hca,0,0,30,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,E4,5,AFU,503,540,naive_hca,0,0,100,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,E5,36,AFU,503,540,T7diff,0,1,0,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,E6,31,AFU,503,540,T7diff,0,1,10,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,E7,28,AFU,503,540,T7diff,0,1,30,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,E8,30,AFU,503,540,T7diff,0,1,100,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,E9,238,AFU,503,540,T7diff,30,1,0,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,E10,1555,AFU,503,540,T7diff,30,1,10,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,E11,5126,AFU,503,540,T7diff,30,1,30,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,E12,5009,AFU,503,540,T7diff,30,1,100,1,sfYFP61503540
sfYFP,61,18394,5.109444444444445,F1,8,AFU,503,540,naive_hca,0,0,0,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,F2,10,AFU,503,540,naive_hca,0,0,10,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,F3,3,AFU,503,540,naive_hca,0,0,30,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,F4,6,AFU,503,540,naive_hca,0,0,100,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,F5,29,AFU,503,540,T7diff,0,1,0,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,F6,31,AFU,503,540,T7diff,0,1,10,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,F7,32,AFU,503,540,T7diff,0,1,30,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,F8,34,AFU,503,540,T7diff,0,1,100,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,F9,232,AFU,503,540,T7diff,30,1,0,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,F10,1504,AFU,503,540,T7diff,30,1,10,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,F11,4649,AFU,503,540,T7diff,30,1,30,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,F12,4429,AFU,503,540,T7diff,30,1,100,2,sfYFP61503540
sfYFP,61,18394,5.109444444444445,G1,6,AFU,503,540,naive_hca,0,0,0,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,G2,6,AFU,503,540,naive_hca,0,0,10,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,G3,5,AFU,503,540,naive_hca,0,0,30,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,G4,5,AFU,503,540,naive_hca,0,0,100,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,G5,27,AFU,503,540,T7diff,0,1,0,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,G6,28,AFU,503,540,T7diff,0,1,10,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,G7,31,AFU,503,540,T7diff,0,1,30,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,G8,31,AFU,503,540,T7diff,0,1,100,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,G9,228,AFU,503,540,T7diff,30,1,0,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,G10,1464,AFU,503,540,T7diff,30,1,10,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,G11,4722,AFU,503,540,T7diff,30,1,30,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,G12,5145,AFU,503,540,T7diff,30,1,100,3,sfYFP61503540
sfYFP,61,18394,5.109444444444445,H1,1,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,H2,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,H3,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,H4,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,H5,2,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,H6,1,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,H7,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,H8,4,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,H9,3,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,H10,12,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,H11,6,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18394,5.109444444444445,H12,4,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,A1,2,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,A2,2,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,A3,17,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,A4,47,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,A5,9,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,A6,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,A7,120,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,A8,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,A9,2,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,A10,4,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,A11,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,A12,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,B1,6,AFU,503,540,naive,0,0,0,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,B2,3,AFU,503,540,naive,0,0,10,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,B3,7,AFU,503,540,naive,0,0,30,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,B4,5,AFU,503,540,naive,0,0,100,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,B5,6,AFU,503,540,LNL,0,0,0,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,B6,11,AFU,503,540,LNL,0,0,10,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,B7,4,AFU,503,540,LNL,0,0,30,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,B8,8,AFU,503,540,LNL,0,0,100,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,B9,105,AFU,503,540,T7diff,10,1,0,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,B10,544,AFU,503,540,T7diff,10,1,10,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,B11,1012,AFU,503,540,T7diff,10,1,30,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,B12,1537,AFU,503,540,T7diff,10,1,100,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,C1,5,AFU,503,540,naive,0,0,0,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,C2,4,AFU,503,540,naive,0,0,10,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,C3,5,AFU,503,540,naive,0,0,30,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,C4,8,AFU,503,540,naive,0,0,100,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,C5,4,AFU,503,540,LNL,0,0,0,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,C6,6,AFU,503,540,LNL,0,0,10,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,C7,3,AFU,503,540,LNL,0,0,30,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,C8,11,AFU,503,540,LNL,0,0,100,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,C9,99,AFU,503,540,T7diff,10,1,0,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,C10,568,AFU,503,540,T7diff,10,1,10,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,C11,1272,AFU,503,540,T7diff,10,1,30,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,C12,1741,AFU,503,540,T7diff,10,1,100,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,D1,6,AFU,503,540,naive,0,0,0,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,D2,1,AFU,503,540,naive,0,0,10,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,D3,8,AFU,503,540,naive,0,0,30,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,D4,6,AFU,503,540,naive,0,0,100,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,D5,3,AFU,503,540,LNL,0,0,0,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,D6,8,AFU,503,540,LNL,0,0,10,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,D7,8,AFU,503,540,LNL,0,0,30,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,D8,11,AFU,503,540,LNL,0,0,100,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,D9,103,AFU,503,540,T7diff,10,1,0,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,D10,624,AFU,503,540,T7diff,10,1,10,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,D11,1334,AFU,503,540,T7diff,10,1,30,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,D12,1339,AFU,503,540,T7diff,10,1,100,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,E1,7,AFU,503,540,naive_hca,0,0,0,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,E2,7,AFU,503,540,naive_hca,0,0,10,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,E3,8,AFU,503,540,naive_hca,0,0,30,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,E4,2,AFU,503,540,naive_hca,0,0,100,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,E5,40,AFU,503,540,T7diff,0,1,0,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,E6,30,AFU,503,540,T7diff,0,1,10,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,E7,28,AFU,503,540,T7diff,0,1,30,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,E8,36,AFU,503,540,T7diff,0,1,100,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,E9,253,AFU,503,540,T7diff,30,1,0,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,E10,1639,AFU,503,540,T7diff,30,1,10,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,E11,5009,AFU,503,540,T7diff,30,1,30,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,E12,5324,AFU,503,540,T7diff,30,1,100,1,sfYFP61503540
sfYFP,61,18994,5.276111111111111,F1,0,AFU,503,540,naive_hca,0,0,0,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,F2,4,AFU,503,540,naive_hca,0,0,10,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,F3,2,AFU,503,540,naive_hca,0,0,30,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,F4,11,AFU,503,540,naive_hca,0,0,100,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,F5,40,AFU,503,540,T7diff,0,1,0,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,F6,27,AFU,503,540,T7diff,0,1,10,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,F7,35,AFU,503,540,T7diff,0,1,30,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,F8,35,AFU,503,540,T7diff,0,1,100,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,F9,257,AFU,503,540,T7diff,30,1,0,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,F10,1618,AFU,503,540,T7diff,30,1,10,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,F11,4751,AFU,503,540,T7diff,30,1,30,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,F12,4721,AFU,503,540,T7diff,30,1,100,2,sfYFP61503540
sfYFP,61,18994,5.276111111111111,G1,10,AFU,503,540,naive_hca,0,0,0,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,G2,8,AFU,503,540,naive_hca,0,0,10,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,G3,9,AFU,503,540,naive_hca,0,0,30,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,G4,7,AFU,503,540,naive_hca,0,0,100,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,G5,35,AFU,503,540,T7diff,0,1,0,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,G6,34,AFU,503,540,T7diff,0,1,10,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,G7,31,AFU,503,540,T7diff,0,1,30,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,G8,33,AFU,503,540,T7diff,0,1,100,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,G9,247,AFU,503,540,T7diff,30,1,0,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,G10,1592,AFU,503,540,T7diff,30,1,10,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,G11,5118,AFU,503,540,T7diff,30,1,30,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,G12,5426,AFU,503,540,T7diff,30,1,100,3,sfYFP61503540
sfYFP,61,18994,5.276111111111111,H1,4,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,H2,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,H3,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,H4,4,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,H5,1,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,H6,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,H7,1,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,H8,4,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,H9,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,H10,2,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,H11,4,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,18994,5.276111111111111,H12,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,19594,5.442777777777778,A1,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,19594,5.442777777777778,A2,2,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,19594,5.442777777777778,A3,19,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,19594,5.442777777777778,A4,51,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,19594,5.442777777777778,A5,2,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,19594,5.442777777777778,A6,1,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,19594,5.442777777777778,A7,132,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,19594,5.442777777777778,A8,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,19594,5.442777777777778,A9,8,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,19594,5.442777777777778,A10,3,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,19594,5.442777777777778,A11,3,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,19594,5.442777777777778,A12,0,AFU,503,540,blank,0,0,0,0,sfYFP61503540
sfYFP,61,19594,5.442777777777778,B1,10,AFU,503,540,naive,0,0,0,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,B2,12,AFU,503,540,naive,0,0,10,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,B3,10,AFU,503,540,naive,0,0,30,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,B4,6,AFU,503,540,naive,0,0,100,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,B5,9,AFU,503,540,LNL,0,0,0,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,B6,7,AFU,503,540,LNL,0,0,10,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,B7,8,AFU,503,540,LNL,0,0,30,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,B8,18,AFU,503,540,LNL,0,0,100,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,B9,118,AFU,503,540,T7diff,10,1,0,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,B10,597,AFU,503,540,T7diff,10,1,10,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,B11,1138,AFU,503,540,T7diff,10,1,30,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,B12,1687,AFU,503,540,T7diff,10,1,100,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,C1,0,AFU,503,540,naive,0,0,0,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,C2,8,AFU,503,540,naive,0,0,10,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,C3,8,AFU,503,540,naive,0,0,30,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,C4,8,AFU,503,540,naive,0,0,100,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,C5,7,AFU,503,540,LNL,0,0,0,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,C6,8,AFU,503,540,LNL,0,0,10,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,C7,2,AFU,503,540,LNL,0,0,30,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,C8,9,AFU,503,540,LNL,0,0,100,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,C9,104,AFU,503,540,T7diff,10,1,0,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,C10,613,AFU,503,540,T7diff,10,1,10,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,C11,1384,AFU,503,540,T7diff,10,1,30,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,C12,1934,AFU,503,540,T7diff,10,1,100,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,D1,7,AFU,503,540,naive,0,0,0,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,D2,3,AFU,503,540,naive,0,0,10,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,D3,4,AFU,503,540,naive,0,0,30,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,D4,5,AFU,503,540,naive,0,0,100,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,D5,2,AFU,503,540,LNL,0,0,0,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,D6,14,AFU,503,540,LNL,0,0,10,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,D7,4,AFU,503,540,LNL,0,0,30,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,D8,11,AFU,503,540,LNL,0,0,100,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,D9,108,AFU,503,540,T7diff,10,1,0,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,D10,687,AFU,503,540,T7diff,10,1,10,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,D11,1481,AFU,503,540,T7diff,10,1,30,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,D12,1456,AFU,503,540,T7diff,10,1,100,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,E1,7,AFU,503,540,naive_hca,0,0,0,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,E2,9,AFU,503,540,naive_hca,0,0,10,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,E3,3,AFU,503,540,naive_hca,0,0,30,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,E4,8,AFU,503,540,naive_hca,0,0,100,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,E5,36,AFU,503,540,T7diff,0,1,0,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,E6,34,AFU,503,540,T7diff,0,1,10,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,E7,37,AFU,503,540,T7diff,0,1,30,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,E8,34,AFU,503,540,T7diff,0,1,100,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,E9,282,AFU,503,540,T7diff,30,1,0,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,E10,1787,AFU,503,540,T7diff,30,1,10,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,E11,5209,AFU,503,540,T7diff,30,1,30,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,E12,5456,AFU,503,540,T7diff,30,1,100,1,sfYFP61503540
sfYFP,61,19594,5.442777777777778,F1,7,AFU,503,540,naive_hca,0,0,0,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,F2,3,AFU,503,540,naive_hca,0,0,10,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,F3,7,AFU,503,540,naive_hca,0,0,30,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,F4,2,AFU,503,540,naive_hca,0,0,100,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,F5,45,AFU,503,540,T7diff,0,1,0,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,F6,35,AFU,503,540,T7diff,0,1,10,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,F7,38,AFU,503,540,T7diff,0,1,30,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,F8,32,AFU,503,540,T7diff,0,1,100,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,F9,267,AFU,503,540,T7diff,30,1,0,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,F10,1711,AFU,503,540,T7diff,30,1,10,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,F11,5002,AFU,503,540,T7diff,30,1,30,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,F12,4928,AFU,503,540,T7diff,30,1,100,2,sfYFP61503540
sfYFP,61,19594,5.442777777777778,G1,0,AFU,503,540,naive_hca,0,0,0,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,G2,8,AFU,503,540,naive_hca,0,0,10,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,G3,0,AFU,503,540,naive_hca,0,0,30,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,G4,4,AFU,503,540,naive_hca,0,0,100,3,sfYFP61503540
sfYFP,61,19594,5.442777777777778,G5,33,AFU,503,540,T7diff,0,1,0,3,sfYFP61503540
