Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,sal,las,iptg,replicate,ChanStr 
sfYFP,100,16045,4.456944444444445,F9,5920,AFU,503,540,T7diff,30,1,0,2,sfYFP100503540
sfYFP,100,16045,4.456944444444445,F10,34353,AFU,503,540,T7diff,30,1,10,2,sfYFP100503540
sfYFP,100,16045,4.456944444444445,F11,inf,AFU,503,540,T7diff,30,1,30,2,sfYFP100503540
sfYFP,100,16045,4.456944444444445,F12,inf,AFU,503,540,T7diff,30,1,100,2,sfYFP100503540
sfYFP,100,16045,4.456944444444445,G1,149,AFU,503,540,naive_hca,0,0,0,3,sfYFP100503540
sfYFP,100,16045,4.456944444444445,G2,165,AFU,503,540,naive_hca,0,0,10,3,sfYFP100503540
sfYFP,100,16045,4.456944444444445,G3,177,AFU,503,540,naive_hca,0,0,30,3,sfYFP100503540
sfYFP,100,16045,4.456944444444445,G4,155,AFU,503,540,naive_hca,0,0,100,3,sfYFP100503540
sfYFP,100,16045,4.456944444444445,G5,693,AFU,503,540,T7diff,0,1,0,3,sfYFP100503540
sfYFP,100,16045,4.456944444444445,G6,696,AFU,503,540,T7diff,0,1,10,3,sfYFP100503540
sfYFP,100,16045,4.456944444444445,G7,674,AFU,503,540,T7diff,0,1,30,3,sfYFP100503540
sfYFP,100,16045,4.456944444444445,G8,675,AFU,503,540,T7diff,0,1,100,3,sfYFP100503540
sfYFP,100,16045,4.456944444444445,G9,5468,AFU,503,540,T7diff,30,1,0,3,sfYFP100503540
sfYFP,100,16045,4.456944444444445,G10,32996,AFU,503,540,T7diff,30,1,10,3,sfYFP100503540
sfYFP,100,16045,4.456944444444445,G11,inf,AFU,503,540,T7diff,30,1,30,3,sfYFP100503540
sfYFP,100,16045,4.456944444444445,G12,inf,AFU,503,540,T7diff,30,1,100,3,sfYFP100503540
sfYFP,100,16045,4.456944444444445,H1,32,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16045,4.456944444444445,H2,26,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16045,4.456944444444445,H3,31,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16045,4.456944444444445,H4,24,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16045,4.456944444444445,H5,32,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16045,4.456944444444445,H6,28,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16045,4.456944444444445,H7,38,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16045,4.456944444444445,H8,24,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16045,4.456944444444445,H9,28,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16045,4.456944444444445,H10,32,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16045,4.456944444444445,H11,27,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16045,4.456944444444445,H12,28,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,A1,50,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,A2,51,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,A3,531,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,A4,1423,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,A5,32,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,A6,34,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,A7,3764,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,A8,31,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,A9,31,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,A10,30,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,A11,24,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,A12,32,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,B1,155,AFU,503,540,naive,0,0,0,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,B2,141,AFU,503,540,naive,0,0,10,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,B3,154,AFU,503,540,naive,0,0,30,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,B4,161,AFU,503,540,naive,0,0,100,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,B5,151,AFU,503,540,LNL,0,0,0,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,B6,170,AFU,503,540,LNL,0,0,10,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,B7,168,AFU,503,540,LNL,0,0,30,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,B8,157,AFU,503,540,LNL,0,0,100,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,B9,2528,AFU,503,540,T7diff,10,1,0,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,B10,12087,AFU,503,540,T7diff,10,1,10,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,B11,25118,AFU,503,540,T7diff,10,1,30,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,B12,37152,AFU,503,540,T7diff,10,1,100,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,C1,138,AFU,503,540,naive,0,0,0,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,C2,142,AFU,503,540,naive,0,0,10,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,C3,144,AFU,503,540,naive,0,0,30,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,C4,157,AFU,503,540,naive,0,0,100,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,C5,164,AFU,503,540,LNL,0,0,0,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,C6,157,AFU,503,540,LNL,0,0,10,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,C7,167,AFU,503,540,LNL,0,0,30,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,C8,150,AFU,503,540,LNL,0,0,100,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,C9,2291,AFU,503,540,T7diff,10,1,0,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,C10,12635,AFU,503,540,T7diff,10,1,10,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,C11,31803,AFU,503,540,T7diff,10,1,30,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,C12,42550,AFU,503,540,T7diff,10,1,100,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,D1,149,AFU,503,540,naive,0,0,0,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,D2,165,AFU,503,540,naive,0,0,10,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,D3,156,AFU,503,540,naive,0,0,30,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,D4,162,AFU,503,540,naive,0,0,100,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,D5,143,AFU,503,540,LNL,0,0,0,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,D6,162,AFU,503,540,LNL,0,0,10,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,D7,151,AFU,503,540,LNL,0,0,30,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,D8,163,AFU,503,540,LNL,0,0,100,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,D9,2397,AFU,503,540,T7diff,10,1,0,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,D10,14340,AFU,503,540,T7diff,10,1,10,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,D11,33362,AFU,503,540,T7diff,10,1,30,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,D12,33025,AFU,503,540,T7diff,10,1,100,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,E1,168,AFU,503,540,naive_hca,0,0,0,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,E2,173,AFU,503,540,naive_hca,0,0,10,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,E3,144,AFU,503,540,naive_hca,0,0,30,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,E4,168,AFU,503,540,naive_hca,0,0,100,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,E5,820,AFU,503,540,T7diff,0,1,0,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,E6,814,AFU,503,540,T7diff,0,1,10,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,E7,864,AFU,503,540,T7diff,0,1,30,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,E8,877,AFU,503,540,T7diff,0,1,100,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,E9,6589,AFU,503,540,T7diff,30,1,0,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,E10,40296,AFU,503,540,T7diff,30,1,10,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,E11,inf,AFU,503,540,T7diff,30,1,30,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,E12,inf,AFU,503,540,T7diff,30,1,100,1,sfYFP100503540
sfYFP,100,16645,4.623611111111111,F1,140,AFU,503,540,naive_hca,0,0,0,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,F2,161,AFU,503,540,naive_hca,0,0,10,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,F3,160,AFU,503,540,naive_hca,0,0,30,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,F4,196,AFU,503,540,naive_hca,0,0,100,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,F5,818,AFU,503,540,T7diff,0,1,0,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,F6,806,AFU,503,540,T7diff,0,1,10,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,F7,813,AFU,503,540,T7diff,0,1,30,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,F8,791,AFU,503,540,T7diff,0,1,100,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,F9,6478,AFU,503,540,T7diff,30,1,0,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,F10,38590,AFU,503,540,T7diff,30,1,10,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,F11,inf,AFU,503,540,T7diff,30,1,30,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,F12,inf,AFU,503,540,T7diff,30,1,100,2,sfYFP100503540
sfYFP,100,16645,4.623611111111111,G1,156,AFU,503,540,naive_hca,0,0,0,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,G2,177,AFU,503,540,naive_hca,0,0,10,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,G3,174,AFU,503,540,naive_hca,0,0,30,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,G4,170,AFU,503,540,naive_hca,0,0,100,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,G5,817,AFU,503,540,T7diff,0,1,0,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,G6,807,AFU,503,540,T7diff,0,1,10,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,G7,788,AFU,503,540,T7diff,0,1,30,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,G8,777,AFU,503,540,T7diff,0,1,100,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,G9,6316,AFU,503,540,T7diff,30,1,0,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,G10,37745,AFU,503,540,T7diff,30,1,10,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,G11,inf,AFU,503,540,T7diff,30,1,30,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,G12,inf,AFU,503,540,T7diff,30,1,100,3,sfYFP100503540
sfYFP,100,16645,4.623611111111111,H1,28,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,H2,28,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,H3,37,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,H4,44,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,H5,42,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,H6,28,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,H7,48,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,H8,22,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,H9,40,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,H10,23,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,H11,30,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,16645,4.623611111111111,H12,37,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,A1,49,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,A2,53,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,A3,525,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,A4,1466,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,A5,22,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,A6,34,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,A7,4035,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,A8,31,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,A9,45,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,A10,35,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,A11,32,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,A12,44,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,B1,158,AFU,503,540,naive,0,0,0,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,B2,162,AFU,503,540,naive,0,0,10,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,B3,162,AFU,503,540,naive,0,0,30,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,B4,156,AFU,503,540,naive,0,0,100,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,B5,153,AFU,503,540,LNL,0,0,0,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,B6,173,AFU,503,540,LNL,0,0,10,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,B7,166,AFU,503,540,LNL,0,0,30,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,B8,154,AFU,503,540,LNL,0,0,100,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,B9,2960,AFU,503,540,T7diff,10,1,0,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,B10,13787,AFU,503,540,T7diff,10,1,10,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,B11,28283,AFU,503,540,T7diff,10,1,30,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,B12,40786,AFU,503,540,T7diff,10,1,100,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,C1,167,AFU,503,540,naive,0,0,0,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,C2,143,AFU,503,540,naive,0,0,10,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,C3,166,AFU,503,540,naive,0,0,30,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,C4,164,AFU,503,540,naive,0,0,100,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,C5,170,AFU,503,540,LNL,0,0,0,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,C6,160,AFU,503,540,LNL,0,0,10,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,C7,160,AFU,503,540,LNL,0,0,30,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,C8,181,AFU,503,540,LNL,0,0,100,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,C9,2644,AFU,503,540,T7diff,10,1,0,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,C10,14580,AFU,503,540,T7diff,10,1,10,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,C11,35206,AFU,503,540,T7diff,10,1,30,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,C12,47117,AFU,503,540,T7diff,10,1,100,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,D1,142,AFU,503,540,naive,0,0,0,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,D2,161,AFU,503,540,naive,0,0,10,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,D3,167,AFU,503,540,naive,0,0,30,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,D4,160,AFU,503,540,naive,0,0,100,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,D5,165,AFU,503,540,LNL,0,0,0,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,D6,167,AFU,503,540,LNL,0,0,10,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,D7,182,AFU,503,540,LNL,0,0,30,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,D8,169,AFU,503,540,LNL,0,0,100,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,D9,2687,AFU,503,540,T7diff,10,1,0,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,D10,16178,AFU,503,540,T7diff,10,1,10,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,D11,37154,AFU,503,540,T7diff,10,1,30,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,D12,36656,AFU,503,540,T7diff,10,1,100,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,E1,141,AFU,503,540,naive_hca,0,0,0,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,E2,160,AFU,503,540,naive_hca,0,0,10,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,E3,171,AFU,503,540,naive_hca,0,0,30,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,E4,172,AFU,503,540,naive_hca,0,0,100,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,E5,914,AFU,503,540,T7diff,0,1,0,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,E6,899,AFU,503,540,T7diff,0,1,10,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,E7,901,AFU,503,540,T7diff,0,1,30,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,E8,900,AFU,503,540,T7diff,0,1,100,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,E9,7316,AFU,503,540,T7diff,30,1,0,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,E10,44974,AFU,503,540,T7diff,30,1,10,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,E11,inf,AFU,503,540,T7diff,30,1,30,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,E12,inf,AFU,503,540,T7diff,30,1,100,1,sfYFP100503540
sfYFP,100,17245,4.790277777777778,F1,178,AFU,503,540,naive_hca,0,0,0,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,F2,163,AFU,503,540,naive_hca,0,0,10,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,F3,167,AFU,503,540,naive_hca,0,0,30,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,F4,183,AFU,503,540,naive_hca,0,0,100,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,F5,930,AFU,503,540,T7diff,0,1,0,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,F6,861,AFU,503,540,T7diff,0,1,10,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,F7,925,AFU,503,540,T7diff,0,1,30,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,F8,864,AFU,503,540,T7diff,0,1,100,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,F9,7211,AFU,503,540,T7diff,30,1,0,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,F10,42772,AFU,503,540,T7diff,30,1,10,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,F11,inf,AFU,503,540,T7diff,30,1,30,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,F12,inf,AFU,503,540,T7diff,30,1,100,2,sfYFP100503540
sfYFP,100,17245,4.790277777777778,G1,152,AFU,503,540,naive_hca,0,0,0,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,G2,183,AFU,503,540,naive_hca,0,0,10,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,G3,166,AFU,503,540,naive_hca,0,0,30,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,G4,148,AFU,503,540,naive_hca,0,0,100,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,G5,872,AFU,503,540,T7diff,0,1,0,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,G6,861,AFU,503,540,T7diff,0,1,10,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,G7,865,AFU,503,540,T7diff,0,1,30,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,G8,880,AFU,503,540,T7diff,0,1,100,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,G9,6744,AFU,503,540,T7diff,30,1,0,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,G10,41778,AFU,503,540,T7diff,30,1,10,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,G11,inf,AFU,503,540,T7diff,30,1,30,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,G12,inf,AFU,503,540,T7diff,30,1,100,3,sfYFP100503540
sfYFP,100,17245,4.790277777777778,H1,30,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,H2,26,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,H3,27,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,H4,39,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,H5,31,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,H6,29,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,H7,42,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,H8,42,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,H9,35,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,H10,32,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,H11,31,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17245,4.790277777777778,H12,35,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17845,4.956944444444445,A1,56,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17845,4.956944444444445,A2,48,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17845,4.956944444444445,A3,513,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17845,4.956944444444445,A4,1487,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17845,4.956944444444445,A5,20,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17845,4.956944444444445,A6,31,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17845,4.956944444444445,A7,4037,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17845,4.956944444444445,A8,30,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17845,4.956944444444445,A9,36,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17845,4.956944444444445,A10,27,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17845,4.956944444444445,A11,41,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17845,4.956944444444445,A12,35,AFU,503,540,blank,0,0,0,0,sfYFP100503540
sfYFP,100,17845,4.956944444444445,B1,186,AFU,503,540,naive,0,0,0,1,sfYFP100503540
sfYFP,100,17845,4.956944444444445,B2,165,AFU,503,540,naive,0,0,10,1,sfYFP100503540
sfYFP,100,17845,4.956944444444445,B3,165,AFU,503,540,naive,0,0,30,1,sfYFP100503540
sfYFP,100,17845,4.956944444444445,B4,183,AFU,503,540,naive,0,0,100,1,sfYFP100503540
sfYFP,100,17845,4.956944444444445,B5,161,AFU,503,540,LNL,0,0,0,1,sfYFP100503540
sfYFP,100,17845,4.956944444444445,B6,182,AFU,503,540,LNL,0,0,10,1,sfYFP100503540
sfYFP,100,17845,4.956944444444445,B7,182,AFU,503,540,LNL,0,0,30,1,sfYFP100503540
sfYFP,100,17845,4.956944444444445,B8,156,AFU,503,540,LNL,0,0,100,1,sfYFP100503540
sfYFP,100,17845,4.956944444444445,B9,3169,AFU,503,540,T7diff,10,1,0,1,sfYFP100503540
sfYFP,100,17845,4.956944444444445,B10,15595,AFU,503,540,T7diff,10,1,10,1,sfYFP100503540
sfYFP,100,17845,4.956944444444445,B11,30948,AFU,503,540,T7diff,10,1,30,1,sfYFP100503540
sfYFP,100,17845,4.956944444444445,B12,45018,AFU,503,540,T7diff,10,1,100,1,sfYFP100503540
sfYFP,100,17845,4.956944444444445,C1,169,AFU,503,540,naive,0,0,0,2,sfYFP100503540
sfYFP,100,17845,4.956944444444445,C2,164,AFU,503,540,naive,0,0,10,2,sfYFP100503540
sfYFP,100,17845,4.956944444444445,C3,186,AFU,503,540,naive,0,0,30,2,sfYFP100503540
sfYFP,100,17845,4.956944444444445,C4,150,AFU,503,540,naive,0,0,100,2,sfYFP100503540
sfYFP,100,17845,4.956944444444445,C5,162,AFU,503,540,LNL,0,0,0,2,sfYFP100503540
sfYFP,100,17845,4.956944444444445,C6,179,AFU,503,540,LNL,0,0,10,2,sfYFP100503540
sfYFP,100,17845,4.956944444444445,C7,150,AFU,503,540,LNL,0,0,30,2,sfYFP100503540
sfYFP,100,17845,4.956944444444445,C8,175,AFU,503,540,LNL,0,0,100,2,sfYFP100503540
sfYFP,100,17845,4.956944444444445,C9,2884,AFU,503,540,T7diff,10,1,0,2,sfYFP100503540
sfYFP,100,17845,4.956944444444445,C10,16427,AFU,503,540,T7diff,10,1,10,2,sfYFP100503540
sfYFP,100,17845,4.956944444444445,C11,38025,AFU,503,540,T7diff,10,1,30,2,sfYFP100503540
sfYFP,100,17845,4.956944444444445,C12,51494,AFU,503,540,T7diff,10,1,100,2,sfYFP100503540
sfYFP,100,17845,4.956944444444445,D1,166,AFU,503,540,naive,0,0,0,3,sfYFP100503540
sfYFP,100,17845,4.956944444444445,D2,165,AFU,503,540,naive,0,0,10,3,sfYFP100503540
sfYFP,100,17845,4.956944444444445,D3,157,AFU,503,540,naive,0,0,30,3,sfYFP100503540
sfYFP,100,17845,4.956944444444445,D4,159,AFU,503,540,naive,0,0,100,3,sfYFP100503540
